region,region_type,province,year,month,date_month,penderita_dbd,meninggal,population,population_scale,risk_multiplier,monthly_share,weather_multiplier,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,rainfall_lag_1,rainfall_lag_2,humidity_lag_1,temperature_lag_1,temperature_lag_2,data_origin,synthetic_method,incidence_rate_per_100k
JAKARTA PUSAT,kota,DKI JAKARTA,2018,9,2018-09-01,3,0,1100000,0.10476190476190476,1.0,0.01789119234046006,0.6739202186998985,27.67,31.77,23.67,73.72,1.85,0.54,0.1,75.65,26.81,26.71,real_jakarta,not_synthetic_real_observed,0.2727272727272727
JAKARTA PUSAT,kota,DKI JAKARTA,2018,10,2018-10-01,3,0,1100000,0.10476190476190476,1.0,0.021826443263418396,0.7056667887705133,28.52,32.95,25.26,74.55,3.29,1.85,0.54,73.72,27.67,26.81,real_jakarta,not_synthetic_real_observed,0.2727272727272727
JAKARTA PUSAT,kota,DKI JAKARTA,2018,11,2018-11-01,2,0,1100000,0.10476190476190476,1.0,0.023286948760598808,0.8069065381330651,28.12,33.64,25.73,78.78,5.94,3.29,1.85,74.55,28.52,27.67,real_jakarta,not_synthetic_real_observed,0.1818181818181818
JAKARTA PUSAT,kota,DKI JAKARTA,2018,12,2018-12-01,2,0,1100000,0.10476190476190476,1.0,0.028236439612154652,0.9704677006504904,27.75,32.03,24.86,80.52,6.65,5.94,3.29,78.78,28.12,28.52,real_jakarta,not_synthetic_real_observed,0.1818181818181818
JAKARTA PUSAT,kota,DKI JAKARTA,2019,1,2019-01-01,55,0,1100000,0.10476190476190476,1.0,0.10434500385411173,1.0171062078715283,27.32,31.21,25.05,83.93,13.54,6.65,5.94,80.52,27.75,28.12,real_jakarta,not_synthetic_real_observed,5.0
JAKARTA PUSAT,kota,DKI JAKARTA,2019,2,2019-02-01,104,0,1100000,0.10476190476190476,1.0,0.13298713943770538,1.2880382013892182,27.66,30.85,25.13,82.3,8.96,13.54,6.65,83.93,27.32,27.75,real_jakarta,not_synthetic_real_observed,9.454545454545455
JAKARTA PUSAT,kota,DKI JAKARTA,2019,3,2019-03-01,136,0,1100000,0.10476190476190476,1.0,0.19465292709643392,1.1255778498804445,27.65,31.26,24.6,81.75,8.07,8.96,13.54,82.3,27.66,27.32,real_jakarta,not_synthetic_real_observed,12.363636363636363
JAKARTA PUSAT,kota,DKI JAKARTA,2019,4,2019-04-01,65,0,1100000,0.10476190476190476,1.0,0.16191326220130633,1.085045976272789,28.18,31.05,25.56,82.84,8.43,8.07,8.96,81.75,27.65,27.66,real_jakarta,not_synthetic_real_observed,5.909090909090909
JAKARTA PUSAT,kota,DKI JAKARTA,2019,5,2019-05-01,68,0,1100000,0.10476190476190476,1.0,0.14970181346099234,1.1455843021617467,28.08,31.25,25.3,81.97,5.41,8.43,8.07,82.84,28.18,27.65,real_jakarta,not_synthetic_real_observed,6.181818181818182
JAKARTA PUSAT,kota,DKI JAKARTA,2019,6,2019-06-01,33,0,1100000,0.10476190476190476,1.0,0.08896912653657349,1.0289359504090954,27.39,30.74,23.63,79.4,1.21,5.41,8.43,81.97,28.08,28.18,real_jakarta,not_synthetic_real_observed,3.0
JAKARTA PUSAT,kota,DKI JAKARTA,2019,7,2019-07-01,16,0,1100000,0.10476190476190476,1.0,0.048683516572680434,0.8096767081476997,26.62,30.25,22.15,79.25,0.63,1.21,5.41,79.4,27.39,28.08,real_jakarta,not_synthetic_real_observed,1.4545454545454544
JAKARTA PUSAT,kota,DKI JAKARTA,2019,8,2019-08-01,4,0,1100000,0.10476190476190476,1.0,0.027506186863564444,0.7542837491133607,26.57,30.27,22.22,76.2,0.24,0.63,1.21,79.25,26.62,27.39,real_jakarta,not_synthetic_real_observed,0.3636363636363636
JAKARTA PUSAT,kota,DKI JAKARTA,2019,9,2019-09-01,1,0,1100000,0.10476190476190476,1.0,0.01789119234046006,0.6673179151972449,27.51,32.52,22.73,73.31,0.13,0.24,0.63,76.2,26.57,26.62,real_jakarta,not_synthetic_real_observed,0.0909090909090909
JAKARTA PUSAT,kota,DKI JAKARTA,2019,10,2019-10-01,2,0,1100000,0.10476190476190476,1.0,0.021826443263418396,0.6366919190601571,28.68,34.16,24.46,71.5,2.06,0.13,0.24,73.31,27.51,26.57,real_jakarta,not_synthetic_real_observed,0.1818181818181818
JAKARTA PUSAT,kota,DKI JAKARTA,2019,11,2019-11-01,4,0,1100000,0.10476190476190476,1.0,0.023286948760598808,0.7038615601766741,28.7,33.25,24.92,74.45,4.98,2.06,0.13,71.5,28.68,27.51,real_jakarta,not_synthetic_real_observed,0.3636363636363636
JAKARTA PUSAT,kota,DKI JAKARTA,2019,12,2019-12-01,4,0,1100000,0.10476190476190476,1.0,0.028236439612154652,0.8636668512119979,28.23,32.16,25.76,79.68,8.45,4.98,2.06,74.45,28.7,28.68,real_jakarta,not_synthetic_real_observed,0.3636363636363636
JAKARTA PUSAT,kota,DKI JAKARTA,2020,1,2020-01-01,18,0,1100000,0.10476190476190476,1.0,0.10434500385411173,1.0728441921427212,27.49,30.71,25.01,84.41,12.47,8.45,4.98,79.68,28.23,28.7,real_jakarta,not_synthetic_real_observed,1.6363636363636362
JAKARTA PUSAT,kota,DKI JAKARTA,2020,2,2020-02-01,41,0,1100000,0.10476190476190476,1.0,0.13298713943770538,1.2746981010289198,27.38,30.84,25.45,85.87,20.58,12.47,8.45,84.41,27.49,28.23,real_jakarta,not_synthetic_real_observed,3.7272727272727275
JAKARTA PUSAT,kota,DKI JAKARTA,2020,3,2020-03-01,122,0,1100000,0.10476190476190476,1.0,0.19465292709643392,1.5501529498616917,27.72,30.3,25.83,84.45,10.8,20.58,12.47,85.87,27.38,27.49,real_jakarta,not_synthetic_real_observed,11.090909090909092
JAKARTA PUSAT,kota,DKI JAKARTA,2020,4,2020-04-01,100,0,1100000,0.10476190476190476,1.0,0.16191326220130633,1.2353469217424102,27.98,31.33,25.64,83.46,6.87,10.8,20.58,84.45,27.72,27.38,real_jakarta,not_synthetic_real_observed,9.09090909090909
JAKARTA PUSAT,kota,DKI JAKARTA,2020,5,2020-05-01,62,0,1100000,0.10476190476190476,1.0,0.14970181346099234,1.1043039921063547,28.1,31.22,26.03,84.29,5.62,6.87,10.8,83.46,27.98,27.72,real_jakarta,not_synthetic_real_observed,5.636363636363636
JAKARTA PUSAT,kota,DKI JAKARTA,2020,6,2020-06-01,12,0,1100000,0.10476190476190476,1.0,0.08896912653657349,1.091662362923673,27.63,30.46,25.19,83.37,2.08,5.62,6.87,84.29,28.1,27.98,real_jakarta,not_synthetic_real_observed,1.0909090909090908
JAKARTA PUSAT,kota,DKI JAKARTA,2020,7,2020-07-01,5,0,1100000,0.10476190476190476,1.0,0.048683516572680434,0.9416221686668034,27.16,30.0,23.89,81.58,2.79,2.08,5.62,83.37,27.63,28.1,real_jakarta,not_synthetic_real_observed,0.45454545454545453
JAKARTA PUSAT,kota,DKI JAKARTA,2020,8,2020-08-01,2,0,1100000,0.10476190476190476,1.0,0.027506186863564444,0.8993942558905558,27.19,30.56,23.8,82.07,1.8,2.79,2.08,81.58,27.16,27.63,real_jakarta,not_synthetic_real_observed,0.1818181818181818
JAKARTA PUSAT,kota,DKI JAKARTA,2020,9,2020-09-01,0,0,1100000,0.10476190476190476,1.0,0.01789119234046006,0.8824864792976154,27.67,31.15,24.78,79.39,3.87,1.8,2.79,82.07,27.19,27.16,real_jakarta,not_synthetic_real_observed,0.0
JAKARTA PUSAT,kota,DKI JAKARTA,2020,10,2020-10-01,0,0,1100000,0.10476190476190476,1.0,0.021826443263418396,0.9023929232103547,27.69,31.38,25.34,81.25,6.64,3.87,1.8,79.39,27.67,27.19,real_jakarta,not_synthetic_real_observed,0.0
JAKARTA PUSAT,kota,DKI JAKARTA,2020,11,2020-11-01,4,0,1100000,0.10476190476190476,1.0,0.023286948760598808,1.0315920296395806,27.85,31.59,24.93,81.3,7.96,6.64,3.87,81.25,27.69,27.67,real_jakarta,not_synthetic_real_observed,0.3636363636363636
JAKARTA PUSAT,kota,DKI JAKARTA,2020,12,2020-12-01,1,0,1100000,0.10476190476190476,1.0,0.028236439612154652,1.0798524953575268,26.95,30.34,24.6,85.2,7.41,7.96,6.64,81.3,27.85,27.69,real_jakarta,not_synthetic_real_observed,0.0909090909090909
JAKARTA SELATAN,kota,DKI JAKARTA,2015,1,2015-01-01,151,0,2200000,0.20952380952380953,1.0,0.10434500385411173,1.1905112599628234,23.86,28.61,20.12,89.11,11.31,11.31,11.31,89.11,23.86,23.86,real_jakarta,not_synthetic_real_observed,6.863636363636364
JAKARTA SELATAN,kota,DKI JAKARTA,2015,2,2015-02-01,165,0,2200000,0.20952380952380953,1.0,0.13298713943770538,1.1905112599628234,24.01,29.2,19.21,89.4,17.33,11.31,17.33,89.11,23.86,24.01,real_jakarta,not_synthetic_real_observed,7.499999999999999
JAKARTA SELATAN,kota,DKI JAKARTA,2015,3,2015-03-01,181,0,2200000,0.20952380952380953,1.0,0.19465292709643392,1.386302539317274,24.3,30.54,20.59,88.64,10.25,17.33,11.31,89.4,24.01,23.86,real_jakarta,not_synthetic_real_observed,8.227272727272727
JAKARTA SELATAN,kota,DKI JAKARTA,2015,4,2015-04-01,188,0,2200000,0.20952380952380953,1.0,0.16191326220130633,1.1667659559852441,24.69,29.99,20.75,88.38,7.11,10.25,17.33,88.64,24.3,24.01,real_jakarta,not_synthetic_real_observed,8.545454545454545
JAKARTA SELATAN,kota,DKI JAKARTA,2015,5,2015-05-01,152,0,2200000,0.20952380952380953,1.0,0.14970181346099234,1.0828713633637856,24.78,29.95,18.89,86.63,3.96,7.11,10.25,88.38,24.69,24.3,real_jakarta,not_synthetic_real_observed,6.909090909090909
JAKARTA SELATAN,kota,DKI JAKARTA,2015,6,2015-06-01,107,0,2200000,0.20952380952380953,1.0,0.08896912653657349,0.949696216974609,24.48,29.95,18.2,84.27,1.13,3.96,7.11,86.63,24.78,24.69,real_jakarta,not_synthetic_real_observed,4.863636363636363
JAKARTA SELATAN,kota,DKI JAKARTA,2015,7,2015-07-01,64,0,2200000,0.20952380952380953,1.0,0.048683516572680434,0.7942683885951836,23.88,29.61,18.06,83.93,0.3,1.13,3.96,84.27,24.48,24.78,real_jakarta,not_synthetic_real_observed,2.9090909090909087
JAKARTA SELATAN,kota,DKI JAKARTA,2015,8,2015-08-01,42,0,2200000,0.20952380952380953,1.0,0.027506186863564444,0.7343283363196544,24.28,30.74,17.09,80.53,0.53,0.3,1.13,83.93,23.88,24.48,real_jakarta,not_synthetic_real_observed,1.909090909090909
JAKARTA SELATAN,kota,DKI JAKARTA,2015,9,2015-09-01,24,0,2200000,0.20952380952380953,1.0,0.01789119234046006,0.6777736523507661,25.19,32.72,17.85,74.79,0.31,0.53,0.3,80.53,24.28,23.88,real_jakarta,not_synthetic_real_observed,1.0909090909090908
JAKARTA SELATAN,kota,DKI JAKARTA,2015,10,2015-10-01,16,0,2200000,0.20952380952380953,1.0,0.021826443263418396,0.6,26.7,35.17,19.81,70.0,0.59,0.31,0.53,74.79,25.19,24.28,real_jakarta,not_synthetic_real_observed,0.7272727272727272
JAKARTA SELATAN,kota,DKI JAKARTA,2015,11,2015-11-01,16,0,2200000,0.20952380952380953,1.0,0.023286948760598808,0.6,26.38,35.33,21.3,79.21,8.41,0.59,0.31,70.0,26.7,25.19,real_jakarta,not_synthetic_real_observed,0.7272727272727272
JAKARTA SELATAN,kota,DKI JAKARTA,2015,12,2015-12-01,34,0,2200000,0.20952380952380953,1.0,0.028236439612154652,0.9780971373542311,25.32,31.26,20.32,84.53,8.89,8.41,0.59,79.21,26.38,26.7,real_jakarta,not_synthetic_real_observed,1.5454545454545454
JAKARTA SELATAN,kota,DKI JAKARTA,2016,1,2016-01-01,290,1,2200000,0.20952380952380953,1.0,0.10434500385411173,1.0726943546838312,25.6,31.88,21.2,84.92,8.56,8.89,8.41,84.53,25.32,26.38,real_jakarta,not_synthetic_real_observed,13.181818181818182
JAKARTA SELATAN,kota,DKI JAKARTA,2016,2,2016-02-01,130,0,2200000,0.20952380952380953,1.0,0.13298713943770538,1.08448991099196,24.97,30.81,21.55,88.53,15.57,8.56,8.89,84.92,25.6,25.32,real_jakarta,not_synthetic_real_observed,5.909090909090909
JAKARTA SELATAN,kota,DKI JAKARTA,2017,1,2017-01-01,132,0,2200000,0.20952380952380953,1.0,0.10434500385411173,0.9795901391446995,24.12,29.97,20.49,89.29,8.71,4.31,9.93,88.33,24.3,24.76,real_jakarta,not_synthetic_real_observed,6.0
JAKARTA SELATAN,kota,DKI JAKARTA,2017,2,2017-02-01,71,0,2200000,0.20952380952380953,1.0,0.13298713943770538,1.1276980339220117,24.09,29.21,20.59,90.55,16.48,8.71,4.31,89.29,24.12,24.3,real_jakarta,not_synthetic_real_observed,3.2272727272727275
JAKARTA SELATAN,kota,DKI JAKARTA,2017,3,2017-03-01,76,0,2200000,0.20952380952380953,1.0,0.19465292709643392,1.391639347620728,24.5,29.8,20.66,88.12,8.86,16.48,8.71,90.55,24.09,24.12,real_jakarta,not_synthetic_real_observed,3.4545454545454546
JAKARTA SELATAN,kota,DKI JAKARTA,2017,4,2017-04-01,71,0,2200000,0.20952380952380953,1.0,0.16191326220130633,1.1211617983402142,24.83,29.62,20.8,88.92,8.93,8.86,16.48,88.12,24.5,24.09,real_jakarta,not_synthetic_real_observed,3.2272727272727275
JAKARTA SELATAN,kota,DKI JAKARTA,2017,5,2017-05-01,64,0,2200000,0.20952380952380953,1.0,0.14970181346099234,1.1570917167735957,25.29,30.43,19.49,86.61,5.74,8.93,8.86,88.92,24.83,24.5,real_jakarta,not_synthetic_real_observed,2.9090909090909087
JAKARTA SELATAN,kota,DKI JAKARTA,2017,6,2017-06-01,30,0,2200000,0.20952380952380953,1.0,0.08896912653657349,1.0257733174463337,24.54,30.02,20.18,87.51,4.55,5.74,8.93,86.61,25.29,24.83,real_jakarta,not_synthetic_real_observed,1.3636363636363638
JAKARTA SELATAN,kota,DKI JAKARTA,2017,7,2017-07-01,33,0,2200000,0.20952380952380953,1.0,0.048683516572680434,0.9779197646123325,24.45,30.01,17.87,84.76,2.51,4.55,5.74,87.51,24.54,25.29,real_jakarta,not_synthetic_real_observed,1.5
JAKARTA SELATAN,kota,DKI JAKARTA,2017,8,2017-08-01,16,0,2200000,0.20952380952380953,1.0,0.027506186863564444,0.84641488717028,24.31,30.52,17.66,81.86,0.77,2.51,4.55,84.76,24.45,24.54,real_jakarta,not_synthetic_real_observed,0.7272727272727272
JAKARTA SELATAN,kota,DKI JAKARTA,2017,9,2017-09-01,12,0,2200000,0.20952380952380953,1.0,0.01789119234046006,0.7181775145370123,25.22,31.73,18.94,79.77,2.83,0.77,2.51,81.86,24.31,24.45,real_jakarta,not_synthetic_real_observed,0.5454545454545454
JAKARTA SELATAN,kota,DKI JAKARTA,2017,10,2017-10-01,29,0,2200000,0.20952380952380953,1.0,0.021826443263418396,0.7710192773975315,25.51,31.59,21.34,84.52,9.49,2.83,0.77,79.77,25.22,24.31,real_jakarta,not_synthetic_real_observed,1.3181818181818183
JAKARTA SELATAN,kota,DKI JAKARTA,2017,11,2017-11-01,42,0,2200000,0.20952380952380953,1.0,0.023286948760598808,1.0990651214718887,25.16,31.39,20.73,85.54,12.4,9.49,2.83,84.52,25.51,25.22,real_jakarta,not_synthetic_real_observed,1.909090909090909
JAKARTA SELATAN,kota,DKI JAKARTA,2017,12,2017-12-01,51,0,2200000,0.20952380952380953,1.0,0.028236439612154652,1.1959535773008354,24.44,30.7,20.37,87.89,7.52,12.4,9.49,85.54,25.16,25.51,real_jakarta,not_synthetic_real_observed,2.3181818181818183
JAKARTA SELATAN,kota,DKI JAKARTA,2018,1,2018-01-01,42,0,2200000,0.20952380952380953,1.0,0.10434500385411173,1.0724399473537327,24.16,29.76,20.38,88.89,6.6,7.52,12.4,87.89,24.44,25.16,real_jakarta,not_synthetic_real_observed,1.909090909090909
JAKARTA SELATAN,kota,DKI JAKARTA,2018,2,2018-02-01,51,0,2200000,0.20952380952380953,1.0,0.13298713943770538,1.0560566764949708,24.11,28.81,19.72,89.71,15.15,6.6,7.52,88.89,24.16,24.44,real_jakarta,not_synthetic_real_observed,2.3181818181818183
JAKARTA SELATAN,kota,DKI JAKARTA,2018,3,2018-03-01,60,0,2200000,0.20952380952380953,1.0,0.19465292709643392,1.3321911013768124,24.73,30.31,20.54,87.23,10.21,15.15,6.6,89.71,24.11,24.16,real_jakarta,not_synthetic_real_observed,2.7272727272727275
JAKARTA SELATAN,kota,DKI JAKARTA,2018,4,2018-04-01,86,0,2200000,0.20952380952380953,1.0,0.16191326220130633,1.1509645191634925,25.22,30.64,20.45,87.19,7.16,10.21,15.15,87.23,24.73,24.11,real_jakarta,not_synthetic_real_observed,3.909090909090909
JAKARTA SELATAN,kota,DKI JAKARTA,2018,5,2018-05-01,132,1,2200000,0.20952380952380953,1.0,0.14970181346099234,1.0795032465764287,25.13,30.41,19.8,85.64,2.64,7.16,10.21,87.19,25.22,24.73,real_jakarta,not_synthetic_real_observed,6.0
JAKARTA SELATAN,kota,DKI JAKARTA,2018,6,2018-06-01,69,0,2200000,0.20952380952380953,1.0,0.08896912653657349,0.9016433969781834,24.87,30.09,19.53,84.77,2.33,2.64,7.16,85.64,25.13,25.22,real_jakarta,not_synthetic_real_observed,3.1363636363636362
JAKARTA SELATAN,kota,DKI JAKARTA,2018,7,2018-07-01,60,0,2200000,0.20952380952380953,1.0,0.048683516572680434,0.8598902744110211,23.94,29.86,16.16,79.46,0.13,2.33,2.64,84.77,24.87,25.13,real_jakarta,not_synthetic_real_observed,2.7272727272727275
JAKARTA SELATAN,kota,DKI JAKARTA,2018,8,2018-08-01,44,0,2200000,0.20952380952380953,1.0,0.027506186863564444,0.6249551930023455,24.19,30.59,16.84,78.76,0.87,0.13,2.33,79.46,23.94,24.87,real_jakarta,not_synthetic_real_observed,2.0
JAKARTA SELATAN,kota,DKI JAKARTA,2018,9,2018-09-01,30,0,2200000,0.20952380952380953,1.0,0.01789119234046006,0.6417309080116242,25.12,31.72,18.56,77.04,2.48,0.87,0.13,78.76,24.19,23.94,real_jakarta,not_synthetic_real_observed,1.3636363636363638
JAKARTA SELATAN,kota,DKI JAKARTA,2018,10,2018-10-01,24,0,2200000,0.20952380952380953,1.0,0.021826443263418396,0.6906923462278011,26.23,32.99,21.25,77.16,4.64,2.48,0.87,77.04,25.12,24.19,real_jakarta,not_synthetic_real_observed,1.0909090909090908
JAKARTA SELATAN,kota,DKI JAKARTA,2018,11,2018-11-01,28,0,2200000,0.20952380952380953,1.0,0.023286948760598808,0.8083082531614296,25.47,32.86,21.49,84.0,8.45,4.64,2.48,77.16,26.23,25.12,real_jakarta,not_synthetic_real_observed,1.2727272727272727
JAKARTA SELATAN,kota,DKI JAKARTA,2018,12,2018-12-01,47,0,2200000,0.20952380952380953,1.0,0.028236439612154652,1.0533766858394618,25.06,30.5,20.36,85.14,8.68,8.45,4.64,84.0,25.47,26.23,real_jakarta,not_synthetic_real_observed,2.1363636363636362
JAKARTA SELATAN,kota,DKI JAKARTA,2019,1,2019-01-01,329,0,2200000,0.20952380952380953,1.0,0.10434500385411173,1.069360894393758,24.69,30.84,20.76,87.78,12.62,8.68,8.45,85.14,25.06,25.47,real_jakarta,not_synthetic_real_observed,14.954545454545455
JAKARTA SELATAN,kota,DKI JAKARTA,2019,2,2019-02-01,388,0,2200000,0.20952380952380953,1.0,0.13298713943770538,1.2352719476758633,25.15,30.34,21.39,87.14,11.46,12.62,8.68,87.78,24.69,25.06,real_jakarta,not_synthetic_real_observed,17.636363636363637
JAKARTA SELATAN,kota,DKI JAKARTA,2019,3,2019-03-01,445,0,2200000,0.20952380952380953,1.0,0.19465292709643392,1.2053245826958374,24.82,30.33,20.33,86.76,8.1,11.46,12.62,87.14,25.15,24.69,real_jakarta,not_synthetic_real_observed,20.227272727272727
JAKARTA SELATAN,kota,DKI JAKARTA,2019,4,2019-04-01,223,0,2200000,0.20952380952380953,1.0,0.16191326220130633,1.079873387960317,25.59,30.73,21.23,87.9,10.32,8.1,11.46,86.76,24.82,25.15,real_jakarta,not_synthetic_real_observed,10.136363636363637
JAKARTA SELATAN,kota,DKI JAKARTA,2019,5,2019-05-01,238,0,2200000,0.20952380952380953,1.0,0.14970181346099234,1.2085729891321797,25.45,30.24,20.52,85.84,6.44,10.32,8.1,87.9,25.59,24.82,real_jakarta,not_synthetic_real_observed,10.818181818181818
JAKARTA SELATAN,kota,DKI JAKARTA,2019,6,2019-06-01,157,0,2200000,0.20952380952380953,1.0,0.08896912653657349,1.035660875641444,24.58,30.26,18.3,82.47,1.29,6.44,10.32,85.84,25.45,25.59,real_jakarta,not_synthetic_real_observed,7.136363636363636
JAKARTA SELATAN,kota,DKI JAKARTA,2019,7,2019-07-01,79,0,2200000,0.20952380952380953,1.0,0.048683516572680434,0.7605129662749204,23.92,30.2,16.78,81.69,0.68,1.29,6.44,82.47,24.58,25.45,real_jakarta,not_synthetic_real_observed,3.590909090909091
JAKARTA SELATAN,kota,DKI JAKARTA,2019,8,2019-08-01,35,0,2200000,0.20952380952380953,1.0,0.027506186863564444,0.6940393444075649,23.98,30.4,16.97,78.64,0.47,0.68,1.29,81.69,23.92,24.58,real_jakarta,not_synthetic_real_observed,1.590909090909091
JAKARTA SELATAN,kota,DKI JAKARTA,2019,9,2019-09-01,9,0,2200000,0.20952380952380953,1.0,0.01789119234046006,0.6174141745199393,25.17,32.81,17.06,74.04,0.25,0.47,0.68,78.64,23.98,23.92,real_jakarta,not_synthetic_real_observed,0.40909090909090906
JAKARTA SELATAN,kota,DKI JAKARTA,2019,10,2019-10-01,20,0,2200000,0.20952380952380953,1.0,0.021826443263418396,0.6,26.7,35.04,19.47,71.72,2.06,0.25,0.47,74.04,25.17,23.98,real_jakarta,not_synthetic_real_observed,0.9090909090909091
JAKARTA SELATAN,kota,DKI JAKARTA,2019,11,2019-11-01,24,0,2200000,0.20952380952380953,1.0,0.023286948760598808,0.6210429697806856,26.43,34.07,20.48,76.56,5.44,2.06,0.25,71.72,26.7,25.17,real_jakarta,not_synthetic_real_observed,1.0909090909090908
JAKARTA SELATAN,kota,DKI JAKARTA,2019,12,2019-12-01,29,0,2200000,0.20952380952380953,1.0,0.028236439612154652,0.827066956163909,25.98,32.39,21.75,82.58,10.71,5.44,2.06,76.56,26.43,26.7,real_jakarta,not_synthetic_real_observed,1.3181818181818183
JAKARTA SELATAN,kota,DKI JAKARTA,2020,1,2020-01-01,62,0,2200000,0.20952380952380953,1.0,0.10434500385411173,1.110499830625026,25.24,31.22,20.83,86.82,12.47,10.71,5.44,82.58,25.98,26.43,real_jakarta,not_synthetic_real_observed,2.818181818181818
JAKARTA SELATAN,kota,DKI JAKARTA,2020,2,2020-02-01,185,0,2200000,0.20952380952380953,1.0,0.13298713943770538,1.2322412408496146,24.94,30.44,21.4,89.33,20.87,12.47,10.71,86.82,25.24,25.98,real_jakarta,not_synthetic_real_observed,8.40909090909091
JAKARTA SELATAN,kota,DKI JAKARTA,2020,3,2020-03-01,286,0,2200000,0.20952380952380953,1.0,0.19465292709643392,1.5331304211628212,25.19,29.83,21.68,89.12,14.66,20.87,12.47,89.33,24.94,25.24,real_jakarta,not_synthetic_real_observed,12.999999999999998
JAKARTA SELATAN,kota,DKI JAKARTA,2020,4,2020-04-01,173,0,2200000,0.20952380952380953,1.0,0.16191326220130633,1.351296214521071,25.34,30.62,20.97,88.37,8.59,14.66,20.87,89.12,25.19,24.94,real_jakarta,not_synthetic_real_observed,7.863636363636364
JAKARTA SELATAN,kota,DKI JAKARTA,2020,5,2020-05-01,110,0,2200000,0.20952380952380953,1.0,0.14970181346099234,1.1563365641736358,25.44,30.29,21.88,89.1,7.52,8.59,14.66,88.37,25.34,25.19,real_jakarta,not_synthetic_real_observed,5.0
JAKARTA SELATAN,kota,DKI JAKARTA,2020,6,2020-06-01,95,0,2200000,0.20952380952380953,1.0,0.08896912653657349,1.145861140851297,24.92,29.71,20.36,87.83,2.35,7.52,8.59,89.1,25.44,25.34,real_jakarta,not_synthetic_real_observed,4.318181818181818
JAKARTA SELATAN,kota,DKI JAKARTA,2020,7,2020-07-01,48,0,2200000,0.20952380952380953,1.0,0.048683516572680434,0.9358979350073175,24.54,29.63,18.69,84.78,2.88,2.35,7.52,87.83,24.92,25.44,real_jakarta,not_synthetic_real_observed,2.1818181818181817
JAKARTA SELATAN,kota,DKI JAKARTA,2020,8,2020-08-01,14,0,2200000,0.20952380952380953,1.0,0.027506186863564444,0.8620941191747274,24.92,30.95,18.3,83.91,1.84,2.88,2.35,84.78,24.54,24.92,real_jakarta,not_synthetic_real_observed,0.6363636363636364
JAKARTA SELATAN,kota,DKI JAKARTA,2020,9,2020-09-01,12,0,2200000,0.20952380952380953,1.0,0.01789119234046006,0.8267192187755753,25.18,30.68,19.76,82.75,4.99,1.84,2.88,83.91,24.92,24.54,real_jakarta,not_synthetic_real_observed,0.5454545454545454
JAKARTA SELATAN,kota,DKI JAKARTA,2020,10,2020-10-01,11,0,2200000,0.20952380952380953,1.0,0.021826443263418396,0.9058730219007683,25.14,31.29,21.45,86.05,9.87,4.99,1.84,82.75,25.18,24.92,real_jakarta,not_synthetic_real_observed,0.5
JAKARTA SELATAN,kota,DKI JAKARTA,2020,11,2020-11-01,9,0,2200000,0.20952380952380953,1.0,0.023286948760598808,1.1306948010331972,25.23,31.36,21.17,85.88,6.78,9.87,4.99,86.05,25.14,25.18,real_jakarta,not_synthetic_real_observed,0.40909090909090906
